lamda, Trans, TransPhase, Ref, RefPhase
705.10001,0.9789518,60.874155,0.021048,-158.069258
705.13001,0.5615921,-0.040734,0.438408,-38.986319
705.16001,0.2981913,-28.876464,0.701809,-67.824222
705.19001,0.3004737,-49.533344,0.699526,-88.483273
705.22001,0.5735388,-78.820944,0.426461,-117.773045
705.25001,0.9714712,-140.404266,0.028529,0.641462
705.28001,0.4385845,169.326287,0.561415,-49.630156
705.31001,0.279445,144.966686,0.720555,-73.991929
705.34001,0.3407119,123.650291,0.659288,-95.310495
705.37001,0.7485928,87.144286,0.251407,-131.81867
705.40001,0.8123876,20.432995,0.187612,-18.532132
705.43001,0.3596153,-19.105961,0.640385,-58.073258
705.46001,0.276894,-40.92334,0.723106,-79.892807
705.49001,0.4079619,-64.240026,0.592038,-103.211664
705.52001,0.9287831,-110.694789,0.071217,-149.668596
705.55001,0.6281076,-174.761067,0.371892,-33.737044
705.58001,0.3116987,153.842387,0.688301,-65.13576
705.61001,0.2897193,133.122372,0.710281,-85.857944
705.64001,0.5128032,106.137261,0.487197,-112.845223
705.67001,0.9988582,48.739332,0.001142,9.754678
705.70001,0.4863029,-6.377464,0.513697,-45.364286
705.73001,0.2856012,-32.394206,0.714399,-71.383197
705.76001,0.3198607,-53.231733,0.680139,-92.222892
705.79001,0.6644516,-86.08659,0.335548,-125.079917
705.82001,0.8958146,-151.289455,0.104185,-10.284951
705.85001,0.3915085,164.539945,0.608492,-54.457718
705.88001,0.2761861,141.778727,0.723814,-77.221104
705.91001,0.3722858,119.615415,0.627714,-99.386583
705.94001,0.8483699,78.23179,0.15163,-140.772375
705.97001,0.7134819,12.009618,0.286518,-26.996715
706.00001,0.3317905,-22.899,0.66821,-61.907499
706.03001,0.2814481,-43.963259,0.718552,-82.973925
706.06001,0.4554103,-68.863737,0.54459,-107.876569
706.09001,0.9853481,-120.836147,0.014652,-159.851146
706.12001,0.5515594,179.072728,0.448441,-39.944437
706.15001,0.2965897,150.677179,0.70341,-68.342152
706.18001,0.3019461,130.076936,0.698054,-88.944561
706.21001,0.5796579,100.616074,0.420342,-118.407588
706.24001,0.9682994,38.895359,0.031701,-0.130468
706.27001,0.4365387,-10.939719,0.563461,-49.967712
706.30001,0.27933,-35.172054,0.72067,-74.202212
706.33001,0.3408019,-56.433732,0.659198,-95.466055
706.36001,0.7470873,-92.802204,0.252913,-131.836691
706.39001,0.8157222,-159.336497,0.184278,-18.373148
706.42001,0.3612956,161.029716,0.638704,-58.009101
706.45001,0.2767187,139.220664,0.723281,-79.820317
706.48001,0.4040937,116.087313,0.595906,-102.955832
706.51001,0.9203191,70.330302,0.079681,-148.715006
706.54001,0.6392331,6.048048,0.360767,-32.999423
706.57001,0.3144756,-25.730246,0.685524,-64.779881
706.60001,0.2879914,-46.430046,0.712009,-85.481844
706.63001,0.500864,-72.920294,0.499136,-111.974255
706.66001,0.9999988,-129.128772,0.000001,11.815104
706.69001,0.5000502,174.738413,0.49995,-44.319874
706.72001,0.2878799,148.283053,0.71212,-70.777396
706.75001,0.314636,127.589724,0.685364,-91.472888
706.78001,0.6396113,95.809782,0.360389,-123.254992
706.81001,0.9203817,31.565372,0.079618,-7.501563
706.84001,0.4043913,-14.168703,0.595609,-53.2378
706.87001,0.2767522,-37.289636,0.723248,-76.360895
706.90001,0.3605659,-59.052194,0.639434,-98.125614
706.93001,0.8125467,-98.488075,0.187453,-137.563656
706.96001,0.7513241,-164.957677,0.248676,-24.035419
706.99001,0.3422863,158.526286,0.657714,-60.553617
707.02001,0.2789884,137.266732,0.721012,-81.815331
707.05001,0.4324752,113.216405,0.567525,-105.867819
707.08001,0.9627904,64.017163,0.03721,-155.069221
707.11001,0.5887068,1.995964,0.411293,-37.09258
707.14001,0.3040186,-27.755695,0.695981,-66.846399
707.17001,0.2946122,-48.306445,0.705388,-87.399309
707.20001,0.5392416,-76.176408,0.460758,-115.271431
707.23001,0.9917574,-135.222511,0.008243,5.680306
707.26001,0.4671943,171.820329,0.532806,-47.279013
707.29001,0.2831387,146.576385,0.716861,-72.525116
707.32001,0.3256778,125.718427,0.674322,-93.385233
707.35001,0.6863818,92.055675,0.313618,-127.050144
707.38001,0.8773913,26.590703,0.122609,-12.517273
707.41001,0.3846163,-16.326777,0.615384,-55.436912
707.44001,0.2760765,-38.782057,0.723923,-77.89435
707.47001,0.3765111,-60.985066,0.623489,-100.099517
707.50001,0.8569015,-102.719218,0.143098,-141.835827
707.53001,0.707646,-168.574261,0.292354,-27.693027
707.56001,0.331026,156.874732,0.668974,-62.246191
707.59001,0.2814626,135.917687,0.718537,-83.205393
707.62001,0.4539427,111.158577,0.546057,-107.966661
707.65001,0.9831124,59.657888,0.016888,-159.469506
707.68001,0.5579436,-0.520451,0.442056,-39.650002
707.71001,0.2981854,-29.061774,0.701815,-68.193481
707.74001,0.2997679,-49.561467,0.700232,-88.69533
707.77001,0.5661649,-78.41062,0.433835,-117.546639
707.80001,0.9785034,-139.060818,0.021497,1.801006
707.83001,0.4484603,170.069259,0.55154,-49.071072
707.86001,0.2808254,145.514865,0.719175,-73.627621
707.89001,0.3332983,124.523397,0.666702,-94.621245
707.92001,0.7159131,89.640376,0.284087,-129.506421
707.95001,0.8495061,23.725736,0.150494,-15.423216
707.98001,0.3740484,-17.563865,0.625952,-56.714972
708.01001,0.2761094,-39.661521,0.723891,-78.814782
708.04001,0.386439,-62.140109,0.613561,-101.295524
708.07001,0.880602,-105.196787,0.119398,-144.354357
708.10001,0.6843184,-170.485933,0.315682,-29.645657
708.13001,0.3255095,155.989661,0.674491,-63.172217
708.16001,0.283075,135.183727,0.716925,-83.980304
708.19001,0.46577,110.04216,0.53423,-109.124025
708.22001,0.9904602,57.423341,0.00954,-161.744997
708.25001,0.5437181,-1.721505,0.456282,-40.891996
708.28001,0.2956873,-29.693577,0.704313,-68.866222
708.31001,0.3023707,-50.166482,0.697629,-89.341279
708.34001,0.5786635,-79.457455,0.421336,-118.634405
708.37001,0.9711133,-140.701667,0.028887,0.119231
708.40001,0.441213,169.350043,0.558787,-49.831211
708.43001,0.2800515,145.078916,0.719949,-74.10449
708.46001,0.3362836,124.0498,0.663716,-95.135758
708.49001,0.7263435,88.751269,0.273656,-130.436441
708.52001,0.8402205,22.789243,0.15978,-16.400619
708.55001,0.3710285,-17.956385,0.628971,-57.148398
708.58001,0.2761722,-39.930979,0.723828,-79.125143
708.61001,0.3889567,-62.456867,0.611043,-101.653182
708.64001,0.8854917,-105.763457,0.114508,-144.961922
708.67001,0.6802177,-170.853827,0.319782,-30.054443
708.70001,0.3247593,155.830688,0.675241,-63.372078
708.73001,0.2832494,135.072874,0.716751,-84.132043
708.76001,0.4664491,109.940207,0.533551,-109.26686
708.79001,0.9905029,57.36764,0.009497,-161.841577
708.82001,0.5443891,-1.707388,0.455611,-40.918754
708.85001,0.2959518,-29.670224,0.704048,-68.88374
708.88001,0.3018967,-50.106703,0.698103,-89.322368
708.91001,0.5754357,-79.239155,0.424564,-118.456969
708.94001,0.97377,-140.19299,0.02623,0.587047
708.97001,0.444422,169.610776,0.555578,-49.611336
709.00001,0.2804807,145.261442,0.719519,-73.962818
709.03001,0.3341649,124.314996,0.665835,-94.911412
709.06001,0.7172151,89.453054,0.282785,-129.775502
709.09001,0.8502443,23.716041,0.149756,-15.514664
709.12001,0.3750767,-17.526928,0.624923,-56.75978
709.15001,0.2760805,-39.591711,0.723919,-78.826711
709.18001,0.3837212,-61.921128,0.616279,-101.158276
709.21001,0.8721618,-104.390811,0.127838,-143.630106
709.24001,0.695055,-169.709102,0.304945,-28.950544
709.27001,0.3286331,156.390948,0.671367,-62.852641
709.30001,0.2819299,135.584714,0.71807,-83.661022
709.33001,0.4559181,110.85469,0.544082,-108.393193
709.36001,0.9833003,59.485878,0.0167,-159.764151
709.39001,0.5599969,-0.47655,0.440003,-39.728725
709.42001,0.2990323,-28.991487,0.700968,-68.245808
709.45001,0.2984487,-49.386746,0.701551,-88.643213
709.48001,0.556859,-77.779661,0.443141,-117.038273
709.51001,0.9850461,-137.524043,0.014954,3.215198
709.54001,0.4585041,170.870774,0.541496,-48.392129
709.57001,0.2822971,146.064006,0.717703,-73.201042
709.60001,0.3272941,125.30365,0.672706,-93.963544
709.63001,0.6890093,91.682217,0.310991,-127.587122
709.66001,0.8787111,26.566746,0.121289,-12.704737
709.69001,0.3867934,-16.249947,0.613207,-55.523574
709.72001,0.2761401,-38.645363,0.72386,-77.921135
709.75001,0.371497,-60.568399,0.628503,-99.846314
709.78001,0.8393219,-101.173516,0.160678,-140.453576
709.81001,0.7295859,-166.956264,0.270414,-26.238467
709.84001,0.3377929,157.695333,0.662207,-61.589013
709.87001,0.2795817,136.709825,0.720418,-82.576665
709.90001,0.4355634,112.716112,0.564437,-106.572521
709.93001,0.9633336,63.715082,0.036666,-155.575694
709.96001,0.592248,2.074301,0.407752,-37.218617
709.99001,0.3056117,-27.637276,0.694388,-66.932337
710.02001,0.2927384,-48.029462,0.707262,-87.326666
710.05001,0.5249779,-75.200074,0.475022,-114.49942
710.08001,0.9975418,-132.642067,0.002458,8.056445
710.11001,0.4853772,173.224977,0.514623,-46.078653
710.14001,0.2862156,147.498841,0.713784,-71.80693
710.17001,0.3167796,126.9716,0.68322,-92.336313
710.20001,0.6435389,95.253641,0.356461,-124.056413
710.23001,0.9219176,31.5152,0.078082,-7.796995
710.26001,0.4079699,-14.04513,0.59203,-53.359466
710.29001,0.2771445,-37.090599,0.722855,-76.407076
710.32001,0.3540126,-58.475621,0.645987,-97.794239
710.35001,0.7854676,-96.339243,0.214532,-135.660001
710.38001,0.7847417,-162.367282,0.215258,-21.69018
710.41001,0.3538243,159.807914,0.646176,-59.517124
710.44001,0.2771564,138.434828,0.722844,-80.89235
710.47001,0.4079992,115.398475,0.592001,-103.930843
710.50001,0.9216202,69.879055,0.07838,-149.452402
710.53001,0.6443664,6.168216,0.355634,-33.165381
710.56001,0.3171021,-25.559959,0.682898,-64.895695
710.59001,0.2859962,-46.068303,0.714004,-85.406178
710.62001,0.4834029,-71.696056,0.516597,-111.03607
710.65001,0.9968126,-125.53755,0.003187,-164.879702
710.68001,0.5286935,176.865443,0.471306,-42.478847
710.71001,0.2935479,149.59685,0.706452,-69.749579
710.74001,0.3043061,129.257526,0.695694,-90.091041
710.77001,0.5847142,99.884001,0.415286,-119.466704
710.80001,0.9694551,38.793819,0.030545,-0.559024
710.83001,0.4419232,-10.756759,0.558077,-50.11174
710.86001,0.2803966,-34.914344,0.719603,-74.271461
710.89001,0.3336539,-55.743281,0.666346,-95.102536
710.92001,0.7119233,-90.251278,0.288077,-129.61267
710.95001,0.8586894,-155.582843,0.141311,-14.946372
710.98001,0.3795484,162.850454,0.620452,-56.515211
711.01001,0.2760557,140.752636,0.723944,-78.615166
711.04001,0.3766275,118.746131,0.623373,-100.623807
711.07001,0.8509335,77.613791,0.149066,-141.758283
711.10001,0.7201124,12.179391,0.279888,-27.194819
711.13001,0.3358924,-22.66784,0.664108,-62.044185
711.16001,0.2798549,-43.534506,0.720145,-82.912986
711.19001,0.4368638,-67.499849,0.563136,-106.880465
711.22001,0.9634608,-116.399864,0.036539,-155.782616
711.25001,0.5940067,-177.877395,0.405993,-37.262282
711.28001,0.3063766,152.422781,0.693623,-66.96424
711.31001,0.2919095,132.099894,0.708091,-87.289262
711.34001,0.5186261,105.238805,0.481374,-114.152485
711.37001,0.9990599,48.541416,0.00094,9.147991
711.40001,0.4940558,-6.113954,0.505944,-45.509513
711.43001,0.2878066,-32.077102,0.712193,-71.474795
711.46001,0.3130885,-52.472236,0.686912,-91.872063
711.49001,0.6249668,-83.368169,0.375033,-122.770129
711.52001,0.9397137,-146.176641,0.060286,-5.580734
711.55001,0.4196143,167.037179,0.580386,-52.369048
711.58001,0.2781505,143.677595,0.721849,-75.730765
711.61001,0.3450606,122.606039,0.654939,-96.804453
711.64001,0.752715,86.351325,0.247285,-133.0613
711.67001,0.8197419,20.651893,0.180258,-18.762865
711.70001,0.3658501,-18.795471,0.63415,-58.212361
711.73001,0.2762825,-40.440406,0.723718,-79.859428
711.76001,0.3903656,-62.834985,0.609634,-102.256139
711.79001,0.8834995,-105.772994,0.1165,-145.19628
711.82001,0.6877619,-170.47667,0.312238,-29.902087
711.85001,0.3279392,156.100856,0.672061,-63.326692
711.88001,0.2818044,135.456416,0.718196,-83.973264
711.91001,0.4523691,110.996862,0.547631,-108.434949
711.94001,0.9783821,60.516936,0.021618,-158.917006
711.97001,0.5723294,0.335468,0.427671,-39.100605
712.00001,0.3021646,-28.490167,0.697835,-67.92837
712.03001,0.2949573,-48.739927,0.705043,-88.18026
712.06001,0.534726,-76.151669,0.465274,-115.594133
712.09001,0.9956263,-133.902491,0.004374,6.652915
712.12001,0.4814213,172.735615,0.518579,-46.711108
712.15001,0.2859522,147.266614,0.714048,-72.182238
712.18001,0.3166081,126.858002,0.683392,-92.59298
712.21001,0.639505,95.429855,0.360495,-124.023257
712.24001,0.9283394,32.206863,0.071661,-7.248378
712.27001,0.413244,-13.651614,0.586756,-53.108983
712.30001,0.2776596,-36.758937,0.72234,-76.218435
712.33001,0.3482896,-57.875773,0.65171,-97.337399
712.36001,0.7626342,-94.531642,0.237366,-133.995397
712.39001,0.8111797,-160.176738,0.18882,-19.642622
712.42001,0.3634073,160.858413,0.636593,-58.609598
712.45001,0.2763726,139.32482,0.723627,-80.145319
712.48001,0.3922478,116.910322,0.607752,-102.561944
712.51001,0.8865722,73.843213,0.113428,-145.631181
712.54001,0.6857708,9.313201,0.314229,-30.163321
712.57001,0.3277529,-23.978842,0.672247,-63.457491
712.60001,0.2817684,-44.578597,0.718232,-84.059373
712.63001,0.451383,-68.963239,0.548617,-108.446141
712.66001,0.9769051,-119.196245,0.023095,-158.681274
712.69001,0.5758269,-179.434385,0.424173,-38.92154
712.72001,0.3030763,151.65065,0.696924,-67.838631
712.75001,0.2940445,131.438217,0.705955,-88.05319
712.78001,0.5288009,104.28782,0.471199,-115.205713
712.81001,0.9974614,47.109507,0.002539,7.613848
712.84001,0.4881404,-6.728457,0.51186,-46.226241
712.87001,0.287124,-32.396189,0.712876,-71.896098
712.90001,0.3139056,-52.720452,0.686094,-92.222487
712.93001,0.626366,-83.581168,0.373634,-123.085328
712.96001,0.9404437,-146.173992,0.059556,-5.680277
712.99001,0.4213131,167.103223,0.578687,-52.405186
713.02001,0.2784189,143.767057,0.721581,-75.743476
713.05001,0.3425876,122.839834,0.657412,-96.672824
713.08001,0.7413244,87.194597,0.258676,-132.320185
713.11001,0.8335933,21.834437,0.166407,-17.682468
713.14001,0.3715845,-18.218311,0.628415,-57.73734
713.17001,0.2760938,-39.954065,0.723906,-79.475217
713.20001,0.381892,-62.00311,0.618108,-101.526386
713.23001,0.8607628,-103.513678,0.139237,-143.039078
713.26001,0.7138779,-168.479527,0.286122,-28.007049
713.29001,0.3352583,157.087517,0.664742,-62.442128
713.32001,0.2797731,136.357179,0.720227,-83.174588
713.35001,0.4341565,112.605388,0.565843,-106.928502
713.38001,0.9578143,64.432899,0.042186,-155.103114
713.41001,0.604996,2.844091,0.395004,-36.694044
713.44001,0.3093935,-27.148007,0.690606,-66.688264
713.47001,0.2895067,-47.377619,0.710493,-86.919997
713.50001,0.5019966,-73.507624,0.498003,-113.052124
713.53001,0.9997216,-128.422904,0.000278,-167.969525
713.56001,0.5155258,175.560832,0.484474,-43.987911
713.59001,0.2918524,148.944635,0.708148,-70.606228
713.62001,0.3057451,128.762578,0.694255,-90.790406
713.65001,0.5874639,99.459707,0.412536,-120.095398
713.68001,0.9704429,38.785404,0.029557,-0.771821
713.71001,0.4456096,-10.615348,0.55439,-50.174693
713.74001,0.2811714,-34.737878,0.718829,-74.299344
713.77001,0.3293478,-55.306759,0.670652,-94.870345
713.80001,0.6900339,-88.696071,0.309966,-128.261776
713.83001,0.8846321,-153.095913,0.115368,-12.663738
713.86001,0.3923636,164.059954,0.607636,-55.50999
713.89001,0.2764203,141.719574,0.72358,-77.852489
713.92001,0.3616049,120.319347,0.638395,-99.254835
713.95001,0.8029546,81.87076,0.197045,-137.705541
713.98001,0.7737701,16.434053,0.22623,-23.144367
714.01001,0.352479,-20.620164,0.647521,-60.200703
714.04001,0.2770937,-41.756121,0.722906,-81.338778
714.07001,0.4042394,-64.469427,0.595761,-104.054202
714.10001,0.9091746,-108.842396,0.090825,-148.42929
714.13001,0.6641575,-172.51909,0.335843,-32.108101
714.16001,0.3231285,155.182671,0.676872,-64.408458
714.19001,0.2830405,134.76847,0.71696,-84.824776
714.22001,0.4593134,110.197247,0.540687,-109.398117
714.25001,0.982146,59.437718,0.017854,-160.159762
714.28001,0.5689797,-0.097876,0.43102,-39.697474
714.31001,0.302148,-28.65719,0.697852,-68.258904
714.34001,0.2944271,-48.770953,0.705573,-88.374784
714.37001,0.5288768,-75.830895,0.471123,-115.436842
714.40001,0.9978956,-132.698668,0.002104,7.693269
714.43001,0.4916519,173.463738,0.508348,-46.146441
714.46001,0.2879764,147.761295,0.712024,-71.851001
714.49001,0.3117273,127.559827,0.688273,-92.054584
714.52001,0.6140633,97.281372,0.385937,-122.335154
714.55001,0.9522584,35.501089,0.047742,-4.117553
714.58001,0.4309373,-12.069513,0.569063,-51.69027
714.61001,0.279542,-35.641801,0.720458,-75.264673
714.64001,0.3357288,-56.309972,0.664271,-95.934959
714.67001,0.7132394,-90.623427,0.286761,-130.250529
714.70001,0.8638323,-155.331442,0.136168,-14.960658
714.73001,0.3841498,163.100286,0.61585,-56.531044
714.76001,0.2761606,141.066687,0.723839,-78.566758
714.79001,0.3675441,119.540474,0.632456,-100.095084
714.82001,0.8191122,80.353274,0.180888,-139.284397
714.85001,0.7590806,15.129108,0.240919,-24.510677
714.88001,0.348578,-21.189711,0.651422,-60.831609
714.91001,0.2774604,-42.171574,0.72254,-81.815586
714.94001,0.4085974,-64.9796,0.591403,-104.625725
714.97001,0.9161718,-109.754063,0.083828,-149.402301
715.00001,0.6578314,-173.082117,0.342169,-32.732467
715.03001,0.3219569,154.932217,0.678043,-64.720245
715.06001,0.2833329,134.589983,0.716667,-85.064592
715.09001,0.4605332,110.025034,0.539467,-109.631654
715.12001,0.9824089,59.309096,0.017591,-160.349703
715.15001,0.5697146,-0.099951,0.430285,-39.760862
715.18001,0.3025434,-28.634872,0.697457,-68.297895
715.21001,0.2939057,-48.700143,0.706094,-88.365277
715.24001,0.5249382,-75.564664,0.475062,-115.231909
