lamda	 Trans	 TransPhase	 Ref	 RefPhase
610.500010 9.991901e-01 -119.111139 0.000810 -150.143081 
610.600010 8.994045e-01 80.893332 0.100596 -130.148267 
610.700010 7.161618e-01 -82.186928 0.283838 -113.238182 
610.800010 5.510588e-01 111.044993 0.448941 -100.015912 
610.900010 4.335949e-01 -58.646966 0.566405 -89.717518 
611.000010 3.574008e-01 129.677549 0.642599 -81.402648 
611.100010 3.110675e-01 -43.245649 0.688932 -74.335488 
611.200010 2.864254e-01 143.116166 0.713575 -67.983312 
611.300010 2.791200e-01 -30.830226 0.720880 -61.939339 
611.400010 2.880277e-01 155.269567 0.711972 -55.849177 
611.500010 3.150995e-01 -18.216200 0.684900 -49.344574 
611.600010 3.659115e-01 169.166680 0.634088 -41.971320 
611.700010 4.506616e-01 -1.949478 0.549338 -33.097100 
611.800010 5.832511e-01 -170.650306 0.416749 -21.807548 
611.900010 7.676215e-01 24.239285 0.232379 -6.927573 
612.000010 9.494787e-01 -136.527287 0.050521 12.296241 
612.100010 9.900800e-01 65.550546 0.009920 -145.635535 
612.200010 8.451134e-01 -93.581085 0.154887 -124.776774 
612.300010 6.466891e-01 103.227377 0.353311 -107.977916 
612.400010 4.903767e-01 -63.991166 0.509623 -95.206059 
612.500010 3.878838e-01 125.917164 0.612116 -85.307327 
612.600010 3.258390e-01 -45.985052 0.674161 -77.219137 
612.700010 2.920139e-01 141.065517 0.707986 -70.178160 
612.800010 2.793815e-01 -32.379799 0.720618 -63.633064 
612.900010 2.854691e-01 154.129380 0.714531 -57.133470 
613.000010 3.118808e-01 -18.960555 0.688119 -50.232987 
613.100010 3.648475e-01 168.892397 0.635153 -42.389613 
613.200010 4.565337e-01 -1.548626 0.543466 -32.840212 
613.300010 6.036707e-01 -169.157631 0.396329 -20.458790 
613.400010 8.065666e-01 27.491135 0.193433 -3.819593 
613.500010 9.796032e-01 -131.003892 0.020397 17.675814 
613.600010 9.579240e-01 72.650594 0.042076 -138.679264 
613.700010 7.646873e-01 -86.496487 0.235313 -117.835905 
613.800010 5.669208e-01 109.463387 0.433079 -101.885588 
613.900010 4.300347e-01 -58.588691 0.569965 -89.947219 
614.000010 3.469349e-01 130.768601 0.653065 -80.599478 
614.100010 3.008677e-01 -41.383924 0.699132 -72.761551 
614.200010 2.809615e-01 145.702316 0.719038 -65.684855 
614.300010 2.826000e-01 -27.402836 0.717400 -58.799548 
614.400010 3.064743e-01 159.830009 0.693526 -51.576242 
614.500010 3.589394e-01 -11.977869 0.641061 -43.393655 
614.600010 4.536231e-01 178.048379 0.546377 -33.376939 
614.700010 6.101434e-01 11.225246 0.389857 -20.209602 
614.800010 8.270814e-01 -150.769249 0.172919 -2.213622 
614.900010 9.921235e-01 52.546168 0.007876 21.092272 
615.000010 9.247049e-01 -102.607965 0.075295 -134.071381 
615.100010 7.057849e-01 98.232853 0.294215 -113.240079 
615.200010 5.143559e-01 -66.320321 0.485644 -97.802767 
615.300010 3.921970e-01 125.174667 0.607803 -86.317289 
615.400010 3.225451e-01 -45.711772 0.677455 -77.213235 
615.500010 2.879797e-01 142.118008 0.712020 -69.392960 
615.600010 2.793007e-01 -30.571287 0.720699 -62.091756 
615.700010 2.944139e-01 156.849915 0.705586 -54.680052 
615.800010 3.378655e-01 -14.950416 0.662134 -46.489878 
615.900010 4.223713e-01 174.925482 0.577629 -36.623471 
616.000010 5.695910e-01 7.845697 0.430409 -23.712745 
616.100010 7.894453e-01 -154.281380 0.210555 -5.849309 
616.200010 9.830224e-01 49.594967 0.016978 18.017556 
616.300010 9.353232e-01 -104.157629 0.064677 -135.744520 
616.400010 7.075761e-01 97.964519 0.292424 -113.631848 
616.500010 5.076129e-01 -65.870048 0.492387 -97.475888 
616.600010 3.836384e-01 126.001536 0.616362 -85.613775 
616.700010 3.156134e-01 -44.630391 0.684387 -76.255169 
616.800010 2.843868e-01 143.454444 0.715613 -68.179798 
