lamdapeak	 Rpeak
503.140010 0.714347 
503.500010 0.712574 
503.860010 0.712931 
504.220010 0.715305 
504.580010 0.718924 
504.940010 0.722431 
505.300010 0.723940 
505.660010 0.720985 
506.020010 0.710197 
506.470010 0.702157 
506.830010 0.720209 
507.190010 0.722880 
507.550010 0.704764 
508.000010 0.718700 
508.360010 0.721086 
508.810010 0.707231 
509.170010 0.723543 
509.620010 0.705590 
509.980010 0.722647 
510.430010 0.715716 
510.790010 0.713563 
511.240010 0.723944 
511.690010 0.717135 
512.050010 0.702816 
512.500010 0.716541 
512.950010 0.722068 
513.400010 0.723693 
513.850010 0.723936 
514.300010 0.723915 
514.750010 0.723433 
515.200010 0.720978 
515.650010 0.713613 
516.190010 0.712604 
516.640010 0.723221 
517.090010 0.719552 
517.630010 0.716759 
518.080010 0.722295 
518.620010 0.718778 
519.070010 0.716638 
519.610010 0.723834 
520.150010 0.722088 
520.690010 0.718070 
521.230010 0.715907 
521.770010 0.717244 
522.310010 0.721079 
522.850010 0.723920 
523.390010 0.719927 
524.020010 0.719593 
524.560010 0.721805 
525.190010 0.722917 
525.820010 0.716928 
526.360010 0.714747 
526.990010 0.714954 
527.710010 0.718264 
528.340010 0.723599 
528.970010 0.719779 
529.690010 0.723866 
530.410010 0.721645 
531.130010 0.721194 
531.850010 0.723438 
532.570010 0.722234 
533.380010 0.723472 
534.190010 0.722167 
535.000010 0.723553 
535.810010 0.721933 
536.710010 0.723846 
537.610010 0.723207 
538.600010 0.722730 
539.590010 0.722732 
540.580010 0.723221 
541.660010 0.722603 
542.830010 0.723803 
544.090010 0.723174 
545.350010 0.723052 
546.790010 0.723758 
548.410010 0.723048 
550.120010 0.723671 
552.190010 0.723853 
554.800010 0.723902 
558.760010 0.723909 
567.400010 0.723894 
571.450010 0.723870 
574.150010 0.723907 
576.310010 0.723795 
578.110010 0.722894 
579.820010 0.723874 
581.350010 0.723407 
582.700010 0.722977 
584.050010 0.723915 
585.310010 0.723158 
586.480010 0.723597 
587.560010 0.722473 
588.640010 0.722460 
589.720010 0.723627 
590.710010 0.723943 
591.700010 0.722842 
592.600010 0.723296 
593.500010 0.721851 
594.400010 0.723188 
595.300010 0.723119 
596.110010 0.723133 
596.920010 0.720888 
597.730010 0.721307 
598.540010 0.723660 
599.350010 0.721671 
600.070010 0.723285 
600.790010 0.718210 
601.600010 0.718607 
602.320010 0.718523 
602.950010 0.717044 
603.670010 0.722498 
604.390010 0.723058 
605.020010 0.719373 
605.740010 0.722005 
606.370010 0.723716 
607.000010 0.720699 
607.630010 0.717326 
608.260010 0.716196 
608.890010 0.718033 
609.520010 0.721618 
610.150010 0.723941 
610.780010 0.720266 
611.320010 0.718637 
611.950010 0.723445 
612.490010 0.716928 
613.120010 0.722050 
613.660010 0.722721 
614.200010 0.713547 
614.830010 0.718732 
615.370010 0.722869 
615.910010 0.723910 
616.450010 0.723881 
616.990010 0.723844 
617.530010 0.723948 
618.070010 0.723433 
618.610010 0.720628 
619.150010 0.712817 
619.600010 0.717256 
620.140010 0.723802 
620.680010 0.719107 
621.130010 0.716113 
621.670010 0.723705 
622.120010 0.708322 
622.660010 0.723943 
623.110010 0.709589 
623.650010 0.723100 
624.100010 0.718540 
624.640010 0.714579 
625.090010 0.723808 
625.540010 0.719801 
625.990010 0.705953 
626.530010 0.717711 
626.980010 0.723122 
627.430010 0.723779 
627.880010 0.721775 
628.330010 0.718714 
628.780010 0.715837 
629.230010 0.714023 
629.680010 0.713759 
630.130010 0.715110 
630.580010 0.717718 
631.030010 0.720825 
631.480010 0.723322 
631.930010 0.723760 
632.380010 0.720285 
632.830010 0.710413 
633.190010 0.709957 
633.640010 0.721638 
634.090010 0.723124 
634.540010 0.710814 
634.900010 0.714866 
635.350010 0.723930 
635.800010 0.711432 
636.160010 0.717533 
636.610010 0.722275 
636.970010 0.704146 
637.420010 0.723934 
637.870010 0.704054 
638.230010 0.723409 
638.680010 0.705684 
639.040010 0.723634 
639.490010 0.699724 
639.850010 0.723787 
640.210010 0.708643 
640.660010 0.719307 
641.020010 0.720816 
641.470010 0.701195 
641.830010 0.722720 
642.190010 0.718589 
642.640010 0.700328 
643.000010 0.721081 
643.360010 0.722444 
643.720010 0.707569 
644.170010 0.708430 
644.530010 0.721799 
644.890010 0.723300 
645.250010 0.715275 
645.610010 0.698937 
646.060010 0.707667 
646.420010 0.718381 
646.780010 0.723189 
647.140010 0.723740 
647.500010 0.721268 
647.860010 0.716773 
648.220010 0.711117 
648.580010 0.705073 
648.940010 0.699333 
649.300010 0.694495 
649.750010 0.691972 
650.110010 0.693184 
650.470010 0.692599 
650.740010 0.691464 
651.100010 0.695144 
651.460010 0.700133 
651.820010 0.705931 
652.180010 0.711931 
652.540010 0.717441 
652.900010 0.721697 
653.260010 0.723850 
653.620010 0.722913 
653.980010 0.717668 
654.340010 0.706486 
654.610010 0.689537 
654.970010 0.709007 
655.330010 0.720710 
655.690010 0.723813 
656.050010 0.716707 
656.410010 0.696346 
656.680010 0.706992 
657.040010 0.722111 
657.400010 0.721720 
657.760010 0.703128 
658.030010 0.704809 
658.390010 0.722817 
658.750010 0.718537 
659.110010 0.687591 
659.380010 0.717417 
659.740010 0.722439 
660.100010 0.696201 
660.370010 0.715114 
660.730010 0.722487 
661.090010 0.691840 
661.360010 0.718652 
661.720010 0.718834 
661.990010 0.693599 
662.350010 0.723620 
662.710010 0.704291 
662.980010 0.714995 
663.340010 0.719056 
663.610010 0.698404 
663.970010 0.723721 
664.330010 0.684972 
664.600010 0.723265 
664.960010 0.698071 
665.230010 0.721029 
665.590010 0.704510 
665.860010 0.719240 
666.220010 0.706462 
666.490010 0.719082 
666.850010 0.704617 
667.120010 0.720644 
667.480010 0.698347 
667.750010 0.722926 
668.110010 0.685579 
668.380010 0.723904 
668.650010 0.692037 
669.010010 0.720521 
669.280010 0.710105 
669.640010 0.708320 
669.910010 0.721853 
670.270010 0.680183 
670.540010 0.722513 
670.810010 0.708354 
671.170010 0.705250 
671.440010 0.723509 
671.710010 0.691881 
672.070010 0.714933 
672.340010 0.721098 
672.610010 0.681514 
672.970010 0.717416 
673.240010 0.720425 
673.510010 0.682419 
673.870010 0.715191 
674.140010 0.722438 
674.410010 0.694108 
674.770010 0.706070 
675.040010 0.723888 
675.310010 0.710691 
675.670010 0.682425 
675.940010 0.717421 
676.210010 0.722834 
676.480010 0.702163 
676.840010 0.689912 
677.110010 0.718570 
677.380010 0.723012 
677.650010 0.705986 
678.010010 0.678287 
678.280010 0.711728 
678.550010 0.723698 
678.820010 0.718199 
679.090010 0.695500 
679.450010 0.685648 
679.720010 0.712578 
679.990010 0.723358 
680.260010 0.720945 
680.530010 0.706131 
680.800010 0.678037 
681.160010 0.694483 
681.430010 0.714156 
681.700010 0.722965 
681.970010 0.722848 
682.240010 0.714704 
682.510010 0.698701 
682.780010 0.674453 
683.140010 0.688593 
683.410010 0.706568 
683.680010 0.717533 
683.950010 0.722936 
684.220010 0.723757 
684.490010 0.720665 
684.760010 0.714124 
685.030010 0.704474 
685.300010 0.691983 
685.570010 0.676892 
685.930010 0.671824 
686.200010 0.685721 
686.470010 0.696348 
686.740010 0.704399 
687.010010 0.710416 
687.280010 0.714834 
687.550010 0.718005 
687.820010 0.720214 
688.090010 0.721697 
688.360010 0.722648 
688.630010 0.723224 
688.900010 0.723548 
689.170010 0.723714 
689.440010 0.723784 
689.710010 0.723792 
689.980010 0.723741 
690.250010 0.723606 
690.520010 0.723334 
690.790010 0.722841 
691.060010 0.722013 
691.330010 0.720707 
691.600010 0.718743 
691.870010 0.715903 
692.140010 0.711925 
692.410010 0.706489 
692.680010 0.699203 
692.950010 0.689579 
693.220010 0.677002 
693.490010 0.660683 
693.670010 0.676444 
693.940010 0.691435 
694.210010 0.703889 
694.480010 0.713580 
694.750010 0.720262 
695.020010 0.723622 
695.290010 0.723239 
695.560010 0.718510 
695.830010 0.708556 
696.100010 0.692091 
696.370010 0.667220 
696.550010 0.678311 
696.820010 0.700999 
697.090010 0.715832 
697.360010 0.723141 
697.630010 0.722737 
697.900010 0.713747 
698.170010 0.694346 
698.440010 0.661303 
698.620010 0.687877 
698.890010 0.711392 
699.160010 0.722679 
699.430010 0.722205 
699.700010 0.708872 
699.970010 0.679510 
700.150010 0.675781 
700.420010 0.707784 
700.690010 0.722489 
700.960010 0.721330 
701.230010 0.702882 
701.500010 0.662036 
701.680010 0.693701 
701.950010 0.718670 
702.220010 0.723237 
702.490010 0.707128 
702.760010 0.664860 
702.940010 0.694288 
703.210010 0.720199 
703.480010 0.721670 
703.750010 0.697626 
703.930010 0.662468 
704.200010 0.708943 
704.470010 0.723927 
704.740010 0.710686 
705.010010 0.662964 
705.190010 0.699526 
705.460010 0.723106 
705.730010 0.714399 
706.000010 0.668210 
706.180010 0.698054 
706.450010 0.723281 
706.720010 0.712120 
706.990010 0.657714 
707.170010 0.705388 
707.440010 0.723923 
707.710010 0.701815 
707.890010 0.666702 
708.160010 0.716925 
708.430010 0.719949 
708.700010 0.675241 
708.880010 0.698103 
709.150010 0.723919 
709.420010 0.700968 
709.600010 0.672706 
709.870010 0.720418 
710.140010 0.713784 
710.410010 0.646176 
710.590010 0.714004 
710.860010 0.719603 
711.130010 0.664108 
711.310010 0.708091 
711.580010 0.721849 
711.850010 0.672061 
712.030010 0.705043 
712.300010 0.722340 
712.570010 0.672247 
712.750010 0.705955 
713.020010 0.721581 
713.290010 0.664742 
713.470010 0.710493 
713.740010 0.718829 
714.010010 0.647521 
714.190010 0.716960 
714.460010 0.712024 
714.640010 0.664271 
714.910010 0.722540 
715.180010 0.697457 
715.360010 0.690468 
715.630010 0.723457 
715.900010 0.668778 
716.080010 0.711772 
716.350010 0.714619 
716.530010 0.662523 
716.800010 0.723231 
717.070010 0.688072 
717.250010 0.702424 
717.520010 0.719070 
717.700010 0.649845 
717.970010 0.722435 
718.240010 0.689569 
718.420010 0.703043 
718.690010 0.717474 
718.870010 0.659884 
719.140010 0.723742 
719.410010 0.674577 
719.590010 0.713066 
719.860010 0.707330 
720.040010 0.686601 
720.310010 0.721768 
720.490010 0.643424 
720.760010 0.723143 
721.030010 0.675794 
721.210010 0.714174 
721.480010 0.702427 
721.660010 0.696252 
721.930010 0.717014 
722.110010 0.670143 
722.380010 0.723218 
722.560010 0.636471 
722.830010 0.723398 
723.100010 0.665396 
723.280010 0.719209 
723.550010 0.686135 
723.730010 0.711940 
724.000010 0.700035 
724.180010 0.702710 
724.450010 0.709172 
724.630010 0.692562 
724.900010 0.715002 
725.080010 0.682494 
725.350010 0.718570 
725.530010 0.673442 
725.800010 0.720634 
725.980010 0.666235 
726.250010 0.721725 
726.430010 0.661527 
726.700010 0.722182 
726.880010 0.659746 
727.150010 0.722172 
727.330010 0.661052 
727.600010 0.721692 
727.780010 0.665319 
728.050010 0.720570 
728.230010 0.672150 
728.500010 0.718466 
728.680010 0.680918 
728.950010 0.714849 
729.130010 0.690826 
729.400010 0.708975 
729.580010 0.700963 
729.850010 0.699815 
730.030010 0.710359 
730.300010 0.685950 
730.480010 0.718010 
730.750010 0.665371 
730.930010 0.722855 
731.200010 0.635155 
731.380010 0.723701 
731.560010 0.656889 
731.830010 0.719063 
732.010010 0.685915 
732.280010 0.706887 
732.460010 0.707206 
732.730010 0.684062 
732.910010 0.720169 
733.180010 0.645596 
733.360010 0.723849 
733.540010 0.658836 
733.810010 0.716406 
733.990010 0.696052 
734.260010 0.694284 
734.440010 0.717569 
734.710010 0.650760 
734.890010 0.723866 
735.070010 0.662380 
735.340010 0.713217 
735.520010 0.703714 
735.790010 0.680197 
735.970010 0.722420 
736.150010 0.633816 
736.420010 0.719484 
736.600010 0.693083 
736.870010 0.690597 
737.050010 0.720542 
737.230010 0.622710 
737.500010 0.720392 
737.680010 0.692197 
737.950010 0.688605 
738.130010 0.721588 
738.310010 0.633941 
738.580010 0.717288 
738.760010 0.701536 
739.030010 0.673023 
739.210010 0.723846 
739.390010 0.662427 
739.660010 0.706088 
739.840010 0.715435 
740.110010 0.634169 
740.290010 0.720691 
740.470010 0.695868 
740.740010 0.675750 
740.920010 0.723885 
741.100010 0.667866 
741.370010 0.699673 
741.550010 0.719934 
741.730010 0.634233 
742.000010 0.712898 
742.180010 0.711867 
742.450010 0.635488 
742.630010 0.719643 
742.810010 0.702169 
743.080010 0.656911 
743.260010 0.722630 
743.440010 0.693005 
743.710010 0.669685 
743.890010 0.723668 
744.070010 0.686182 
744.340010 0.676236 
744.520010 0.723902 
744.700010 0.682981 
744.970010 0.677797 
745.150010 0.723908 
745.330010 0.683988 
745.600010 0.674670 
745.780010 0.723713 
745.960010 0.689007 
746.230010 0.666289 
746.410010 0.722803 
746.590010 0.697093 
746.860010 0.651115 
747.040010 0.720109 
747.220010 0.706702 
747.490010 0.626322 
747.670010 0.713940 
747.850010 0.715875 
748.030010 0.635062 
748.300010 0.701775 
748.480010 0.722365 
748.660010 0.668310 
748.930010 0.679764 
749.110010 0.723583 
749.290010 0.695946 
749.560010 0.641669 
749.740010 0.716226 
749.920010 0.715299 
750.100010 0.639202 
750.370010 0.695347 
750.550010 0.723801 
750.730010 0.686006 
751.000010 0.652386 
751.180010 0.717903 
751.360010 0.714546 
751.540010 0.640766 
751.810010 0.691046 
751.990010 0.723920 
752.170010 0.695318 
752.440010 0.629588 
752.620010 0.710187 
752.800010 0.721273 
752.980010 0.671688 
753.250010 0.662095 
753.430010 0.718884 
753.610010 0.715119 
753.790010 0.649172 
754.060010 0.679563 
754.240010 0.722259 
754.420010 0.709241 
754.600010 0.632956 
754.870010 0.687613 
755.050010 0.723251 
755.230010 0.706233 
755.410010 0.626863 
755.680010 0.688828 
755.860010 0.723228 
756.040010 0.707271 
756.220010 0.632331 
756.490010 0.683620 
756.670010 0.722155 
756.850010 0.711943 
757.030010 0.648008 
757.300010 0.670361 
757.480010 0.718607 
757.660010 0.718330 
757.840010 0.670165 
758.110010 0.644902 
758.290010 0.709617 
758.470010 0.723278 
758.650010 0.693721 
758.830010 0.606645 
759.100010 0.690089 
759.280010 0.722521 
759.460010 0.713291 
759.640010 0.658648 
759.910010 0.651078 
760.090010 0.710102 
760.270010 0.723527 
760.450010 0.698295 
760.630010 0.623582 
760.900010 0.676205 
761.080010 0.718109 
761.260010 0.720720 
761.440010 0.685847 
761.710010 0.601462 
761.890010 0.686424 
762.070010 0.720581 
762.250010 0.718887 
762.430010 0.681296 
762.700010 0.605284 
762.880010 0.686516 
763.060010 0.720126 
763.240010 0.719941 
763.420010 0.686508 
763.600010 0.607846 
763.870010 0.676566 
764.050010 0.716233 
764.230010 0.722823 
764.410010 0.699283 
764.590010 0.637909 
764.860010 0.652046 
765.040010 0.705201 
765.220010 0.723631 
765.400010 0.714110 
765.580010 0.674073 
765.850010 0.601656 
766.030010 0.679031 
766.210010 0.715589 
766.390010 0.723489 
766.570010 0.705694 
766.750010 0.657368 
767.020010 0.621532 
767.200010 0.687275 
767.380010 0.717952 
767.560010 0.723016 
767.740010 0.704398 
767.920010 0.657454 
768.190010 0.615683 
768.370010 0.682146 
768.550010 0.715103 
768.730010 0.723855 
768.910010 0.711138 
769.090010 0.674221 
769.270010 0.604389 
769.540010 0.660440 
769.720010 0.703776 
769.900010 0.722257 
770.080010 0.720730 
770.260010 0.699292 
770.440010 0.653532 
770.710010 0.608358 
770.890010 0.673257 
771.070010 0.708775 
771.250010 0.723141 
771.430010 0.719822 
771.610010 0.698553 
771.790010 0.655455 
772.060010 0.598407 
772.240010 0.664519 
772.420010 0.702721 
772.600010 0.720905 
772.780010 0.722914 
772.960010 0.709502 
773.140010 0.678660 
773.320010 0.625348 
773.590010 0.627449 
773.770010 0.679110 
773.950010 0.708951 
774.130010 0.722437 
774.310010 0.722141 
774.490010 0.708373 
774.670010 0.679359 
774.850010 0.631047 
775.120010 0.614269 
775.300010 0.667846 
775.480010 0.700888 
775.660010 0.718631 
775.840010 0.723940 
776.020010 0.717867 
776.200010 0.699931 
776.380010 0.668125 
776.560010 0.618736 
776.830010 0.619070 
777.010010 0.667409 
777.190010 0.698453 
777.370010 0.716380 
777.550010 0.723642 
777.730010 0.721363 
777.910010 0.709585 
778.090010 0.687328 
778.270010 0.652542 
778.450010 0.601993 
778.720010 0.625894 
778.900010 0.668119 
779.080010 0.696404 
779.260010 0.713885 
779.440010 0.722529 
779.620010 0.723397 
779.800010 0.716823 
779.980010 0.702497 
780.160010 0.679477 
780.340010 0.646152 
780.520010 0.600202 
780.790010 0.618007 
780.970010 0.658042 
781.150010 0.686482 
781.330010 0.705810 
781.510010 0.717726 
781.690010 0.723317 
781.870010 0.723188 
782.050010 0.717548 
782.230010 0.706257 
782.410010 0.688841 
782.590010 0.664488 
782.770010 0.632040 
782.950010 0.590010 
783.220010 0.615572 
783.400010 0.650535 
783.580010 0.676841 
783.760010 0.696172 
783.940010 0.709773 
784.120010 0.718537 
784.300010 0.723073 
784.480010 0.723768 
784.660010 0.720827 
784.840010 0.714299 
785.020010 0.704096 
785.200010 0.689998 
785.380010 0.671665 
785.560010 0.648637 
785.740010 0.620349 
785.920010 0.586150 
786.190010 0.604606 
786.370010 0.634193 
786.550010 0.657990 
786.730010 0.676973 
786.910010 0.691928 
787.090010 0.703473 
787.270010 0.712095 
787.450010 0.718170 
787.630010 0.721988 
787.810010 0.723767 
787.990010 0.723670 
788.170010 0.721815 
788.350010 0.718282 
788.530010 0.713120 
788.710010 0.706354 
788.890010 0.697987 
789.070010 0.688007 
789.250010 0.676389 
789.430010 0.663101 
789.610010 0.648103 
789.790010 0.631358 
789.970010 0.612832 
790.150010 0.592502 
790.420010 0.575712 
790.600010 0.596364 
790.780010 0.614337 
790.960010 0.629975 
791.140010 0.643577 
791.320010 0.655404 
791.500010 0.665682 
791.680010 0.674603 
791.860010 0.682337 
792.040010 0.689029 
792.220010 0.694806 
792.400010 0.699777 
792.580010 0.704039 
792.760010 0.707678 
792.940010 0.710769 
793.120010 0.713377 
793.300010 0.715563 
793.480010 0.717380 
793.660010 0.718876 
793.840010 0.720094 
794.020010 0.721073 
794.200010 0.721848 
794.380010 0.722452 
794.560010 0.722911 
794.740010 0.723253 
794.920010 0.723499 
795.100010 0.723671 
795.280010 0.723786 
795.460010 0.723858 
795.640010 0.723901 
795.820010 0.723924 
796.000010 0.723936 
796.180010 0.723940 
796.360010 0.723941 
796.540010 0.723937 
796.720010 0.723928 
796.900010 0.723909 
797.080010 0.723873 
797.260010 0.723810 
797.440010 0.723710 
797.620010 0.723557 
797.800010 0.723335 
797.980010 0.723025 
798.160010 0.722605 
798.340010 0.722052 
798.520010 0.721337 
798.700010 0.720432 
798.880010 0.719302 
799.060010 0.717912 
799.240010 0.716220 
799.420010 0.714182 
799.600010 0.711748 
799.780010 0.708863 
799.960010 0.705465 
800.140010 0.701485 
800.320010 0.696845 
800.500010 0.691457 
800.680010 0.685220 
800.860010 0.678020 
801.040010 0.669725 
801.220010 0.660185 
801.400010 0.649227 
801.580010 0.636648 
801.760010 0.622217 
801.940010 0.605669 
802.120010 0.586696 
802.390010 0.580843 
802.570010 0.601832 
802.750010 0.621057 
802.930010 0.638536 
803.110010 0.654297 
803.290010 0.668377 
803.470010 0.680815 
803.650010 0.691649 
803.830010 0.700908 
804.010010 0.708616 
804.190010 0.714782 
804.370010 0.719399 
804.550010 0.722439 
804.730010 0.723851 
804.910010 0.723556 
805.090010 0.721436 
805.270010 0.717331 
805.450010 0.711031 
805.630010 0.702255 
805.810010 0.690645 
805.990010 0.675740 
806.170010 0.656956 
806.350010 0.633559 
806.530010 0.604643 
806.800010 0.584671 
806.980010 0.618296 
807.160010 0.646263 
807.340010 0.669181 
807.520010 0.687588 
807.700010 0.701928 
807.880010 0.712535 
808.060010 0.719638 
808.240010 0.723348 
808.420010 0.723657 
808.600010 0.720425 
